Tiempo de procesamiento: 1640.99 segundos
id,liquidacion_nro,transportista,fecha,nro_guia,placa,vehiculo_id,insumo,material_id,peso_seco,peso_humedo,monto_total,ruta,origen,destino,fuente,fecha_carga
1785447333478-0010017701,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017701,AJC805,VE-21,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.51,37.42,284.39,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017702,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017702,AKE789,VE-22,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.51,36.4,276.64,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017703,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017703,ABL875,VE-17,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.1,38.03,289.03,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017705,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017705,ABN852,VE-18,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.21,37.12,282.11,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017706,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017706,AWW845,VE-25,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.99,36.89,280.36,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017707,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017707,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,39.23,40.21,305.6,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017708,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017708,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.39,36.27,275.65,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017715,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017715,BZR752,VE-29,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.71,38.65,293.74,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017718,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017718,ABL875,VE-17,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.56,38.5,292.6,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017730,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017730,ABL875,VE-17,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.35,38.28,290.93,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017732,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017732,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,33.92,34.77,264.25,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017733,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017733,CBR854,VE-08,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.37,38.3,291.08,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017734,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017734,AKE789,VE-22,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.73,36.62,278.31,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017744,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017744,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.84,36.74,279.22,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017745,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017745,AJC805,VE-21,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.66,38.6,293.36,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017746,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017746,AKE789,VE-22,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.3,37.21,282.8,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017758,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017758,D8E728,VE-15,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.54,37.45,284.62,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017760,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017760,AHJ786,VE-19,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.7,37.62,285.91,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017768,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017768,BFC837,VE-27,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.96,37.88,287.89,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017771,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017771,AWW845,VE-25,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.33,37.24,283.02,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017773,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017773,F3F817,VE-01,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,43.51,44.6,338.96,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017777,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-22,001/0017777,ATN880,VE-03,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,41.12,42.15,320.34,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017787,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017787,AHJ786,VE-19,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.82,38.77,294.65,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017788,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017788,ABN852,VE-18,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,37.81,38.76,294.58,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017789,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017789,BFI758,VE-28,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,38.53,39.49,300.12,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017797,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017797,BZR940,VE-31,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,35.51,36.4,276.64,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017798,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017798,AJC805,VE-21,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.77,37.69,286.44,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017799,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017799,D8D861,VE-14,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,34.69,35.56,270.26,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017804,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017804,BZR752,VE-29,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.94,37.86,287.74,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017811,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-23,001/0017811,AHJ786,VE-19,"PIEDRA HUSO #67 - SAN LORENZO",MAT-9,36.75,37.67,286.29,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - COLLIQUE","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","COLLIQUE","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017637,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017637,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,40.75,36.71,264.88,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017638,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017638,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.33,35.43,255.65,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017717,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017717,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,42.14,37.96,273.91,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017723,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017723,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.95,35.09,253.18,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017729,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-21,001/0017729,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.22,35.33,254.93,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - OQUENDO","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","OQUENDO","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017583,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017583,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.47,34.93,259.32,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017584,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017584,AHJ786,VE-19,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.44,33.13,245.98,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017585,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017585,D8B795,VE-13,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,35.43,31.35,232.78,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017586,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017586,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.3,33.01,245.06,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017587,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017587,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.27,34.75,258,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017588,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017588,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.28,32.11,238.36,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017592,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017592,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.25,33.85,251.3,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017593,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017593,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.7,32.48,241.12,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017600,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017600,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.81,35.23,261.55,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017601,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017601,D8B795,VE-13,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.76,32.53,241.51,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017602,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-18,001/0017602,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.56,33.24,246.77,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017613,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017613,ABN852,VE-18,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.65,33.32,247.36,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017614,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017614,AHJ786,VE-19,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.43,34.01,252.49,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017615,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017615,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.56,34.12,253.34,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017616,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017616,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.51,33.19,246.44,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017618,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017618,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.72,34.27,254.39,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017621,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017621,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.69,33.35,247.62,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017622,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017622,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.51,34.96,259.58,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017635,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017635,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.94,34.46,255.84,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017636,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-19,001/0017636,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.96,34.48,255.97,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017652,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017652,ABL875,VE-17,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.33,34.81,258.4,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017653,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017653,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,40.09,35.48,263.39,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017658,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017658,AJC805,VE-21,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.79,35.21,261.42,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017659,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017659,AKE789,VE-22,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,38.02,33.65,249.79,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017660,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017660,AWW845,VE-25,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.06,34.57,256.62,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017662,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017662,D8D861,VE-14,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,37.73,33.39,247.89,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017664,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017664,BZR752,VE-29,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.05,34.56,256.56,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017665,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017665,D8E728,VE-15,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,36.59,32.38,240.4,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017666,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017666,AWW871,VE-23,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,39.18,34.67,257.41,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
1785447333478-0010017667,1785447333478,VIRGEN DE ESTRELLA S.A.C.,2026-05-20,001/0017667,AFX735,VE-16,"ARENA HUMEDA (TN) - SAN LORENZO",MAT-3,34.47,30.5,226.47,"CONSORCIO AGREGADOS SAN LORENZO S.A.C. - MATERIALES","CONSORCIO AGREGADOS SAN LORENZO S.A.C.","MATERIALES","Virgen de Estrella 46988.pdf",2026-07-30T22:02:54.484Z
